BBAS3,2011-12-22,0.280441
BBDC3,2019-02-04,0.0172483
MOVI3,2019-07-01,0.075393
ABEV3,2016-11-01,0.16
B3SA3,2016-11-22,0.246267
BBDC3,2021-02-02,0.0172491
BBDC4,2016-06-23,0.189777
BBSE3,2017-02-17,0.853031
CVCB3,2014-04-29,0.102842
GNDI3,2020-03-26,0.166727
LCAM3,2020-07-02,0.093779
HGTX3,2015-10-29,0.1864
EMBR3,2014-06-24,0.05
CIEL3,2016-03-14,0.287448
LOGG3,2020-05-20,0.211742
CMIG4,2020-08-03,0.25858
ITSA4,2018-03-01,0.0149996
BBAS3,2020-12-14,0.116984
VIVT3,2015-04-10,0.015526
BBDC4,2015-08-04,0.0189744
BBDC4,2014-05-05,0.0207006
ENGI11,2016-03-01,0.285136
LREN3,2018-06-25,0.0726638
LWSA3,2020-12-09,0.127108
BRFS3,2014-01-02,0.419224
BBDC4,2019-06-04,0.018974
NTCO3,2019-12-27,0.016039
BBDC4,2010-08-03,0.0144823
BBDC3,2016-03-02,0.0172505
GOAU4,2015-08-25,0.02
VIVT3,2018-12-18,0.749738
RADL3,2020-09-25,0.030314
BBDC3,2013-04-02,0.0159139
BBAS3,2010-05-24,0.172912
RENT3,2019-09-10,0.10368
LCAM3,2018-01-09,0.648549
BRFS3,2012-06-29,0.115011
GOAU4,2011-05-20,0.1
B3SA3,2016-05-24,0.284922
EQTL3,2016-04-18,3.25
LCAM3,2020-09-21,0.092531
BEEF3,2011-03-04,0.062425
ITUB4,2013-07-01,0.0149997
ENGI11,2016-08-18,0.114652
LAME4,2011-03-28,0.0680581
SUZB3,2015-11-13,0.103371
CCRO3,2019-05-08,0.297029
CVCB3,2018-04-30,0.075637
EQTL3,2019-05-02,4.75
MRFG3,2011-01-03,0.099633
BBDC4,2011-09-02,0.0159951
BBDC3,2010-04-05,0.0119491
IGTA3,2014-04-25,0.315
EMBR3,2014-03-25,0.05
MOVI3,2019-09-30,0.067174
GOLL4,2011-05-05,0.188145
LREN3,2010-12-17,0.569456
EQTL3,2012-03-20,0.76325
BRAP4,2018-04-30,1.285
RENT3,2016-12-23,0.224467
BRSR6,2014-11-26,0.1669
MOVI3,2021-06-29,0.080166
BRSR6,2017-05-16,0.199817
ELET3,2020-05-04,1.59085
ENBR3,2015-04-13,0.13119
ITSA4,2015-12-10,0.120106
HGTX3,2011-06-20,0.09
ITUB4,2020-06-01,0.015
BBDC4,2021-07-02,0.018974
SANB4,2016-07-07,0.069772
RADL3,2016-09-27,0.14939
EMBR3,2014-04-29,0.066849
BRSR6,2021-05-03,0.055952
ITSA4,2020-12-01,0.02
TRPL4,2021-02-26,0.806156
ELET3,2021-04-28,0.949999
TIMS3,2015-05-13,0.151751
BBDC3,2020-02-04,0.0172486
JHSF3,2014-05-02,0.046306
BBDC3,2020-04-02,0.0172486
BBDC4,2011-07-04,0.014541
CCRO3,2015-10-05,0.487534
BBDC4,2014-07-02,0.0207006
ITUB4,2016-05-02,0.0150002
EQTL3,2014-04-28,0.45
BRML3,2019-05-02,0.083294
BPAC11,2021-01-07,0.622624
BBAS3,2014-02-14,0.132155
SAPR4,2014-01-02,0.151815
CCRO3,2021-04-09,0.089842
